shot_number,result,right_elbow_angle,right_shoulder_angle,right_wrist_extension,left_elbow_angle,right_knee_angle,left_knee_angle,right_hip_angle,shoulder_tilt,hip_tilt,knee_spread,release_height,release_x_position,body_vertical_alignment,ball_hoop_distance_x,ball_hoop_distance_y,ball_hoop_total_distance,release_angle_to_hoop
583,make,193.9090514,188.9372761,-3,146.5191054,167.4313466,160.2979666,174.8986577,5,2,10,568,1122,31,57,209,217.7085249,127.2803021
584,make,154.4857374,152.7642791,42,166.6665582,177.9049495,175.0163728,169.1331924,3,0,33,763,918,33,111,217,244.0022531,110.5163764
585,make,166.8769334,168.0244676,49,176.9117304,169.292635,172.4899686,175.6840712,3,2,61,722,1050,22,108,194,222.3183552,120.2674177
586,miss,134.73623,131.1559362,-23,148.4913288,121.3596587,167.7745349,162.7268052,8,7,5,594,1273,31,92,136,164.6029464,110.3160256
587,make,48.62595065,48.62595065,-53,177.4968601,176.1377909,155.6944864,179.5314699,8,2,12,740,193,16,51,105,116.7304588,64.093492
588,miss,136.1042241,123.608575,16,83.508424,139.7278184,146.5859639,166.1235597,10,5,35,472,1285,55,94,138,167.9183485,117.5283016
589,make,170.484463,168.5103706,51,155.351067,173.064122,172.9482386,172.3045047,2,1,65,760,1110,47,116,200,232.447921,113.6633306
590,make,153.0375861,153.7856993,47,152.9035898,180.3628619,175.095095,170.1799526,3,2,44,776,1057,21,64,203,213.8942629,114.5765542
591,miss,189.1783976,175.1849759,0,171.599657,145.1271311,160.8944618,152.179805,8,3,1,623,1423,65,94,132,162.9849358,119.3233411
592,make,137.4646649,142.9507659,32,147.5396844,170.7645135,149.9144403,171.4797646,5,3,39,616,1065,18,126,215,250.4359704,118.2021658
593,make,172.8826931,172.8517498,26,162.8640676,164.3365801,167.3570466,176.889776,2,0,58,770,977,17,69,216,227.5963541,116.4976672
594,make,176.7883508,176.8588779,28,167.1397991,171.4383598,171.895152,175.4566668,2,0,56,751,919,7,134,221,258.9247895,118.5057838
595,make,139.0445005,140.1267935,16,145.2259948,186.4394409,171.3391902,153.7988593,7,1,33,640,1182,41,110,160,195.1550589,111.6549876
596,miss,168.2693873,165.7034055,1,151.5421306,176.7972521,166.9410763,165.7502856,7,1,39,700,1153,24,48,195,201.7293873,127.289805
597,make,163.6508641,162.3508589,37,169.4194065,166.5480046,180.0546619,172.6056475,3,2,45,788,1178,15,109,193,222.1614934,120.6513582
598,miss,153.7573928,155.4896338,1,158.4838055,167.9307247,157.8564858,184.9261961,7,1,39,631,1318,48,51,204,210.6049884,119.1278093
599,make,138.0384282,143.4110772,20,164.1014323,179.1069232,161.9028919,165.4041064,5,4,47,749,1168,35,80,166,184.8723615,115.7758539
600,miss,73.5311842,76.1109441,8,141.8791937,149.9639424,139.1609252,151.0783637,10,7,24,695,1383,68,21,94,96.4402297,103.2123683
601,make,161.9827875,164.3405194,48,173.6406998,173.5306728,171.8447023,168.2325012,2,2,74,737,1216,28,86,215,231.9588458,124.5852792
602,make,138.8926484,143.2167706,18,159.4767772,157.174014,172.0703236,186.6777034,7,1,9,719,1116,1,127,200,237.3996935,97.5705247
603,make,161.3348542,162.3438207,19,153.2054034,179.175437,171.2634886,178.8131019,3,1,43,742,1219,20,61,206,215.5782349,133.1773389
604,miss,141.4545156,139.6653759,68,159.5281007,161.1367752,142.9470563,181.1181131,10,1,3,629,1150,51,107,181,211.0202337,118.0829206
605,make,163.581307,163.3420677,24,173.205535,172.9215453,170.8998614,165.3813012,3,0,66,770,1030,8,46,212,217.3310932,116.7288825
606,miss,85.1118304,81.5376799,4,122.5030631,156.9062347,145.9068694,164.5678326,10,3,8,640,1001,47,62,151,163.400814,122.9154315
607,miss,88.2236487,83.2210386,-33,183.1139057,108.3927759,145.3057042,179.2569379,10,10,13,559,876,54,35,110,116.5625439,99.0121529
608,make,137.8559472,139.9762524,6,154.7832159,170.4628425,165.0642227,166.5089129,3,2,27,667,1439,41,69,198,210.7819348,111.6618051
609,miss,87.5681002,93.7274562,-5,122.261339,154.8919953,129.2332964,171.2402702,12,5,9,557,1026,33,70,96,119.3739044,126.0575302
610,make,156.7675249,159.1274091,42,177.545187,176.0035097,183.299225,175.2348953,4,1,42,736,1084,17,47,206,211.7508135,108.6832278
611,make,103.9210966,112.0016746,-11,175.9545919,146.6480103,142.7602481,161.8058039,10,5,7,536,1087,63,97,131,164.1549286,102.9741393
612,make,164.1973238,162.4764468,42,190.7275239,174.4991082,163.0442993,171.5550792,2,1,46,767,1025,12,116,194,226.8338274,123.2292696
613,miss,139.2584139,136.5557378,-15,109.3837415,160.5523822,146.8326785,159.2404855,8,5,6,639,1208,71,91,108,141.8272455,105.8364512
614,make,166.0251926,165.657226,35,168.4758171,169.3012016,169.1084764,173.783381,2,1,30,790,1197,22,124,221,254.2593787,126.0862204
615,make,76.87781649,76.87781649,-12,120.0575427,172.9524888,171.229463,176.6901183,3,0,45,552,1435,13,51,110,121.2476804,114.8741539
616,make,170.9240071,170.7721051,32,166.5175799,167.8242855,183.4476936,166.5693559,3,1,47,754,1114,18,134,182,226.9092053,129.2006022
617,miss,119.4295138,109.4042201,-20,122.783534,154.8407784,135.5915358,167.1934651,15,5,34,641,1207,54,55,137,148.6085165,95.7238826
618,make,155.7202925,162.5479248,2,163.610629,163.9013588,163.1591313,163.8224609,10,1,63,586,1376,47,83,180,198.8051492,119.0000001
619,miss,140.8864681,148.7273803,44,169.0796003,163.2388757,165.8298742,168.9525936,3,1,52,730,1193,51,56,183,192.3870048,105.7758702
620,make,150.234275,154.7456609,-3,177.7892589,170.1079209,175.3058059,164.7373236,7,1,47,688,1282,20,48,196,202.8698575,105.51652
621,miss,130.6028768,133.4648284,24,126.9527549,153.3821616,162.168611,167.593122,7,4,5,670,1086,47,137,175,223.0861137,108.8783308
622,make,170.0141527,167.754739,40,179.4156862,159.6417775,169.0155237,175.3082885,4,2,41,771,1089,20,96,216,237.0359443,121.5265251
623,miss,113.3687261,114.0624241,-15,189.8027409,118.509656,158.2483452,160.8519775,10,3,20,642,1840,61,33,122,126.8719463,99.5590307
624,miss,161.0766097,161.1312364,35,149.1782324,167.2980054,170.1961955,164.855118,2,1,45,772,1221,21,91,210,230.0656209,124.0813222
625,miss,156.6716071,152.5433387,18,160.4621044,165.0717847,144.1352234,171.283917,3,2,74,698,1246,49,35,199,202.8431749,120.9042206
626,make,176.2638891,176.1062966,20,145.537304,169.3235271,157.828181,153.7411699,3,2,3,676,1038,25,109,189,219.4316453,114.9033558
627,miss,75.1337539,75.0107694,-24,119.1058876,156.634753,136.7390559,150.4800245,8,10,13,623,1068,63,10,117,118.1455825,101.9038976
628,make,167.2419204,166.7167691,48,146.1029652,169.8943488,175.2396537,174.8288992,4,0,65,795,1121,30,82,214,229.5141487,130.8631349
629,make,170.3250238,171.8467171,36,168.8831201,178.2475245,166.336113,171.6022427,4,1,33,742,910,16,122,210,243.6125556,122.5691175
630,miss,140.4403838,142.7323173,-27,146.230734,164.6894107,155.9031658,162.507949,3,4,16,568,881,27,96,130,161.6559047,110.0026982
631,make,174.2581886,174.7799683,-3,135.0452956,163.1087961,174.2165011,168.979607,5,1,60,617,1254,45,65,132,148.0783507,116.9894815
632,miss,123.05365,126.1171254,-18,161.0715641,151.8514377,126.1268033,178.3012996,8,5,17,623,1258,70,46,109,119.2553517,115.7495546
633,miss,96.086593,96.4958405,-9,120.150333,158.0665229,152.5958422,152.0169322,10,10,19,669,1060,57,25,101,104.7888433,97.42883
634,make,140.5970324,148.0077702,-42,146.5114988,144.2176014,116.9293423,173.6774193,10,3,0,616,1269,58,21,112,114.7627695,103.6080351
635,make,165.7174822,163.7713443,47,163.4147043,171.8634773,168.3336602,171.226871,3,1,31,718,988,31,94,198,219.7892956,126.2394281
636,miss,139.1562995,156.1325373,-12,146.1532419,145.1882421,127.5693494,155.161511,15,3,11,603,1626,52,84,121,148.3462225,101.2598894
637,miss,162.5368891,166.1746862,47,166.3674665,160.4789403,171.1949539,183.8121103,2,2,41,793,1294,21,78,180,197.1474085,124.1049793
638,make,162.0522971,162.0522971,-54,140.7205628,175.6586476,176.812373,170.219839,3,1,70,576,1175,14,104,206,230.7639487,116.7871267
639,make,139.7069612,132.4834871,-19,133.0938661,154.680932,160.8740565,149.3703706,8,3,0,565,1604,76,100,129,163.8653769,83.614619
640,miss,134.3442173,128.57193,-16,91.2115645,183.2149491,127.7843615,158.782473,10,7,11,719,1416,57,30,152,155.1387224,96.3181605
641,make,164.7590523,161.8975021,36,158.1894834,176.2032177,169.7368801,171.2152663,2,0,16,746,907,7,119,212,243.8688093,122.5527454
642,make,170.2562808,173.2016221,29,162.7045134,163.8025792,171.0376445,176.986282,4,0,38,779,1130,22,71,205,217.8528748,102.0531842
643,make,101.3809899,96.2590517,10,136.2832523,181.324113,150.6985862,166.4796441,5,3,32,738,1201,23,96,188,212.0454129,108.9978312
644,miss,63.8098251,84.2546406,-45,103.5240719,166.5558002,142.2326632,161.3661015,10,10,19,691,895,61,34,176,179.4213384,106.7045337
645,miss,162.6377084,166.4125023,-24,154.942938,149.0985817,158.353489,162.7775286,3,2,46,724,984,38,51,177,185.0019435,120.0427075
646,miss,167.6499754,164.7825153,27,143.9311089,164.8802094,173.8926458,165.1418558,2,1,22,819,1333,13,113,212,241.1076325,116.4151269
647,miss,101.9416667,95.6093528,-41,116.4748284,161.3349876,144.6716759,148.5022693,15,3,38,619,1026,46,57,186,194.8971246,91.7026505
648,make,145.5365474,152.4150815,12,156.8836468,163.2692818,165.1557905,161.2297993,5,3,1,630,876,27,33,217,220.4303494,125.0981709
649,miss,56.8575148,77.2792939,-16,139.9536816,149.1313838,136.973248,160.1407552,10,5,0,538,1200,67,55,97,112.4835984,120.0520603
650,make,162.0302127,159.9982218,18,154.4467584,170.3804557,174.0593959,177.0415173,2,2,38,733,1005,23,134,217,255.9082899,124.2595965
651,make,142.7902809,155.487189,14,133.9364065,163.6581979,170.1935875,183.3869116,7,1,18,610,1134,31,77,198,213.3794472,108.1636572
652,make,162.2325153,161.9920728,11,149.649903,176.8064091,158.7268655,170.3617817,3,2,31,696,1190,41,61,209,218.2106119,106.2322622
653,make,87.06432656,87.06432656,-2,122.9408193,145.9228047,172.3540757,170.8033441,0,7,52,577,1346,63,46,99,109.1650127,114.9217705
654,make,155.2997198,154.8409551,33,171.2661364,172.2278194,176.1170357,175.8137605,2,1,77,767,1069,31,92,199,219.9367344,117.1721057
655,miss,88.0295191,71.1921934,-23,170.141949,147.8750605,152.5348435,175.7559696,10,5,5,592,1176,60,46,100,110.4787338,120.3748638
656,make,176.3306216,176.0021377,42,156.6390833,173.5400495,166.4857762,174.8082714,4,1,39,723,1081,23,152,203,254.3687477,123.5468167
657,make,119.0237543,119.1660422,-27,150.1955329,181.4337816,168.6064789,163.0920512,10,2,29,611,1288,2,57,175,184.5692524,121.3332683
658,make,164.9664239,166.3039072,24,161.129003,175.4776888,177.2455106,171.8241322,4,0,43,714,1114,27,114,210,239.1351274,120.2986421
659,make,131.8727669,133.9331843,-7,161.4959592,163.1356358,160.2064606,173.109178,3,1,24,625,1620,29,2,168,168.17492,102.3272331
660,make,155.6101566,154.4083823,43,168.3531726,172.9015253,168.2193215,170.6367266,4,1,63,756,1031,27,112,228,254.3307804,113.9065117
661,miss,163.0928856,156.0537223,-46,128.3192423,148.7611114,159.549531,154.2503718,8,3,32,718,1272,66,28,167,169.6821589,117.5673169
662,miss,149.0504517,148.6575097,39,155.2150463,160.7841769,175.4505615,170.9663219,5,4,14,680,1226,22,61,185,195.0326073,113.053363
663,miss,134.4116975,138.5016053,23,157.5462165,156.535022,171.0794757,163.9560089,5,3,27,601,1042,46,88,182,202.9382499,109.9090619
664,make,154.0099065,151.9072867,50,183.5770234,171.4828439,166.8047365,181.383374,2,1,68,758,1133,22,136,213,253.5327054,113.5357435
665,make,157.0259542,155.5412982,40,165.0756018,176.7146931,173.9062697,171.5901851,4,1,77,747,1220,27,105,181,209.7512978,120.1095148
666,miss,157.9998376,148.2892173,-23,116.1181728,135.1871556,159.1197973,167.3545875,10,5,30,750,1198,74,48,93,105.5851738,101.3324107
667,make,160.1871416,158.6769141,8,165.9780606,168.3505803,168.1615596,173.7541407,3,1,0,717,1291,22,71,184,197.5876341,113.6550322
668,make,144.1438689,146.7245891,2,145.8323427,159.7200598,178.5306916,144.2318692,3,2,37,695,1271,42,0,212,212.7140987,107.622633
669,make,139.4806564,135.1015823,26,142.9170998,162.848862,180.4227663,177.9548122,3,4,48,655,1281,32,73,193,206.5739354,109.0300641
670,miss,69.2260611,84.5215643,-24,119.3279733,134.8184344,123.1771499,170.2317058,10,5,13,579,1580,48,17,127,128.8112493,101.7273172
671,miss,137.3926052,140.8287975,6,142.3782573,160.2216015,164.5539347,180.737441,10,2,0,689,1396,34,73,196,210.1352299,115.9931381
672,make,94.0671988,109.9624292,-39,75.9491925,156.8758351,131.4283799,171.8860879,12,7,6,527,1178,51,93,115,148.3678778,97.8659556
673,make,164.1471208,164.8244954,45,173.7231538,166.2849034,177.1007909,172.7412456,2,1,46,795,1141,11,90,206,225.5880833,127.3752887
674,miss,105.6247729,103.7681831,-48,100.0948344,162.1878873,168.3436004,161.2798988,8,7,27,621,1556,51,94,56,109.7253903,114.8628301
675,make,171.8761655,166.2011526,35,163.9418124,169.7318181,181.6311327,169.4506822,4,1,56,739,1076,28,110,189,219.474618,116.7641699
676,miss,101.0018189,100.0342178,5,218.2263797,131.3327033,154.7474082,154.9244771,15,10,3,556,1077,51,18,163,164.4077488,105.6600352
677,make,160.892221,162.4734722,15,173.9259734,165.9441404,176.6538206,173.0570923,2,0,30,747,1218,20,114,224,252.2985625,110.6145503
678,make,125.7616982,127.2599366,34,148.7734957,172.0070061,193.1465444,169.1652577,7,1,37,703,1229,22,87,214,231.3185023,119.4863576
679,miss,95.44714,110.7708173,-8,95.0173456,155.5147394,116.4996024,168.2550802,10,3,25,717,1188,39,92,193,214.616363,105.0443481
680,make,150.3062575,142.9778882,-20,160.5011961,161.1612526,167.0228041,169.8568402,3,4,10,677,1015,51,32,181,183.9848931,104.5772841
681,make,164.057851,161.6375291,51,173.7671419,176.8207794,171.4727765,166.0832684,2,1,74,772,1266,19,131,215,252.9766511,113.5417129
682,miss,110.6196849,102.6597958,-26,137.8532374,145.2587556,152.7150802,166.3915013,10,10,24,521,1217,52,9,176,176.8944547,106.708535
683,make,155.0165777,162.4069372,-5,157.0388685,165.8446679,154.3074551,177.65036,10,2,76,684,1092,13,55,157,166.6054864,132.0410208
684,miss,134.3970942,144.1230696,-21,146.0349848,168.7021189,170.8431417,169.1961942,3,4,28,749,1325,45,46,183,189.1376643,111.9953405
685,make,161.4815624,168.8701639,20,151.1721924,147.9537804,164.1686647,176.5873855,3,4,48,705,1118,11,62,178,189.5708582,111.8707103
686,miss,168.3683477,181.5174923,21,148.5531873,151.1315046,123.9705128,159.5393751,10,7,0,607,1379,52,97,116,151.6990518,107.3352895
687,miss,139.9347773,134.4555815,-7,161.5031242,162.7742507,148.1803122,173.8243025,10,3,1,724,1467,18,78,179,195.7554156,119.3374969
688,make,160.5868203,163.0590067,46,171.0913812,166.5384362,171.4179578,177.8523908,3,1,47,765,1119,21,96,212,232.8745748,125.7402139
689,miss,115.1874185,140.1964235,-46,121.157856,131.5135314,162.2869296,178.8918893,10,10,37,578,979,76,66,120,137.5140756,120.9366827
690,miss,155.6605086,154.8042783,50,173.5022174,170.2567393,171.2537115,171.7134598,4,2,76,790,1173,17,95,204,225.3315203,119.7766666
691,miss,79.5022309,74.9502418,-54,107.5300047,158.2652559,136.997769,158.9917404,10,10,0,556,1245,54,34,90,97.0969015,126.6668932
692,make,129.8989189,132.0600024,1,169.5173904,174.9378221,178.7391439,163.1809059,3,4,39,641,1441,37,102,168,197.1518142,102.8071553
693,make,98.0090101,116.1896294,-1,143.8260021,153.5103668,144.2720707,174.0053166,10,5,14,588,1335,51,85,76,114.6867225,106.7230552
694,make,161.2149267,160.6191931,43,159.7261094,171.9744668,174.9938188,176.1407403,2,2,18,781,1126,25,119,221,251.2725882,128.1207219
695,miss,147.2928013,163.2583391,21,143.7231342,160.736424,176.4844571,170.9061633,3,3,1,773,1362,29,124,186,224.305356,123.5277368
696,make,138.602968,135.0528908,18,139.0544559,169.2124738,173.4683995,174.2747777,7,3,0,721,1255,37,116,223,251.8451533,105.4695954
697,miss,106.1808369,116.7520591,-11,85.9239961,154.8612595,142.2237658,155.23078,8,10,21,661,1447,41,47,144,152.4513672,116.7065415
698,make,118.9594534,121.3016007,19,105.041149,164.764836,144.7901673,161.5053629,12,3,22,609,1368,55,116,115,164.2261682,98.6280365
699,make,161.3663068,165.0183262,42,160.1208859,182.7865411,169.9714254,175.9683815,3,1,49,760,1074,23,83,225,239.9661331,120.819212
700,miss,163.3200402,160.7619787,40,156.6571819,182.9204837,175.852536,170.6774068,2,1,35,793,1168,14,147,205,252.8106296,124.6130381
701,miss,124.3628165,117.3257125,22,133.6081618,109.4497793,153.0903372,158.518426,10,10,10,577,1425,65,62,124,139.4046946,104.5039535
702,make,134.0232951,132.4971715,3,152.1954305,165.5664992,170.2969275,169.4360098,5,2,39,633,1178,20,100,215,238.0973153,127.1876185
,,,,,,,,,,,,,,,,,,
